id_venda;cod_cliente;cod_produto;cod_marca;Des_Cliente;nom_produto;des_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota
2134;1;3;1;joão do pulo;teclado;apple;2015;2;26;26/02/2015;1;342,09;454
2137;1;3;1;joão do pulo;teclado;apple;2014;2;25;25/02/2014;1;342,09;202
2233;1;3;1;joão do pulo;teclado;apple;2014;2;24;24/02/2014;3;342,09;1435
2329;1;3;1;joão do pulo;teclado;apple;2015;9;3;03/09/2015;3;342,09;830
2421;1;3;1;joão do pulo;teclado;apple;2015;5;3;03/05/2015;2;342,09;336
2489;1;3;1;joão do pulo;teclado;apple;2015;8;16;16/08/2015;1;342,09;676
2944;1;3;1;joão do pulo;teclado;apple;2014;6;12;12/06/2014;1;342,09;600
2972;1;3;1;joão do pulo;teclado;apple;2015;1;14;14/01/2015;3;342,09;972
3076;1;3;1;joão do pulo;teclado;apple;2014;1;2;02/01/2014;1;342,09;629
3356;1;3;1;joão do pulo;teclado;apple;2014;4;2;02/04/2014;3;342,09;512
3403;1;3;1;joão do pulo;teclado;apple;2014;9;27;27/09/2014;2;342,09;514
3824;1;3;1;joão do pulo;teclado;apple;2014;2;7;07/02/2014;2;342,09;872
3901;1;3;1;joão do pulo;teclado;apple;2015;3;2;02/03/2015;2;342,09;251
3939;1;3;1;joão do pulo;teclado;apple;2015;3;20;20/03/2015;1;342,09;460
3996;1;3;1;joão do pulo;teclado;apple;2015;1;22;22/01/2015;3;342,09;330
4015;1;3;1;joão do pulo;teclado;apple;2015;3;11;11/03/2015;2;342,09;891
4298;1;3;1;joão do pulo;teclado;apple;2015;3;14;14/03/2015;3;342,09;186
4350;1;3;1;joão do pulo;teclado;apple;2014;2;4;04/02/2014;1;342,09;509
4402;1;3;1;joão do pulo;teclado;apple;2014;8;19;19/08/2014;3;342,09;1242
4645;1;3;1;joão do pulo;teclado;apple;2015;6;20;20/06/2015;3;342,09;872
4744;1;3;1;joão do pulo;teclado;apple;2015;12;8;08/12/2015;1;342,09;799
4866;1;3;1;joão do pulo;teclado;apple;2015;8;21;21/08/2015;2;342,09;1051
4868;1;3;1;joão do pulo;teclado;apple;2015;9;24;24/09/2015;2;342,09;1388
4909;1;3;1;joão do pulo;teclado;apple;2014;5;20;20/05/2014;3;342,09;1155
5117;1;3;1;joão do pulo;teclado;apple;2014;12;24;24/12/2014;1;342,09;1323
5122;1;3;1;joão do pulo;teclado;apple;2015;1;26;26/01/2015;3;342,09;1087
5446;1;3;1;joão do pulo;teclado;apple;2015;4;25;25/04/2015;3;342,09;1436
5492;1;3;1;joão do pulo;teclado;apple;2015;1;2;02/01/2015;1;342,09;1133
5600;1;3;1;joão do pulo;teclado;apple;2015;7;15;15/07/2015;1;342,09;442
5763;1;3;1;joão do pulo;teclado;apple;2015;5;16;16/05/2015;1;342,09;995
5797;1;3;1;joão do pulo;teclado;apple;2014;1;8;08/01/2014;3;342,09;283
5825;1;3;1;joão do pulo;teclado;apple;2015;8;12;12/08/2015;2;342,09;545
5847;1;3;1;joão do pulo;teclado;apple;2014;5;10;10/05/2014;3;342,09;1094
5892;1;3;1;joão do pulo;teclado;apple;2014;11;9;09/11/2014;1;342,09;581
5918;1;3;1;joão do pulo;teclado;apple;2014;11;23;23/11/2014;3;342,09;1239
5982;1;3;1;joão do pulo;teclado;apple;2015;10;21;21/10/2015;2;342,09;741
5984;1;3;1;joão do pulo;teclado;apple;2015;2;17;17/02/2015;1;342,09;482
6005;1;3;1;joão do pulo;teclado;apple;2015;7;8;08/07/2015;2;342,09;1120
6310;1;3;1;joão do pulo;teclado;apple;2015;9;19;19/09/2015;3;342,09;104
6355;1;3;1;joão do pulo;teclado;apple;2015;7;23;23/07/2015;3;342,09;972
6372;1;3;1;joão do pulo;teclado;apple;2014;2;16;16/02/2014;2;342,09;953
6652;1;3;1;joão do pulo;teclado;apple;2014;11;16;16/11/2014;1;342,09;455
7267;1;3;1;joão do pulo;teclado;apple;2015;4;12;12/04/2015;1;342,09;331
7328;1;3;1;joão do pulo;teclado;apple;2014;8;9;09/08/2014;3;342,09;412
7332;1;3;1;joão do pulo;teclado;apple;2014;6;5;05/06/2014;2;342,09;708
7557;1;3;1;joão do pulo;teclado;apple;2014;7;25;25/07/2014;1;342,09;180
7710;1;3;1;joão do pulo;teclado;apple;2014;2;26;26/02/2014;3;342,09;182
7738;1;3;1;joão do pulo;teclado;apple;2015;6;25;25/06/2015;3;342,09;234
7755;1;3;1;joão do pulo;teclado;apple;2015;11;9;09/11/2015;2;342,09;772
8055;1;3;1;joão do pulo;teclado;apple;2015;8;18;18/08/2015;3;342,09;1054
8129;1;3;1;joão do pulo;teclado;apple;2014;11;2;02/11/2014;3;342,09;721
8287;1;3;1;joão do pulo;teclado;apple;2014;5;6;06/05/2014;2;342,09;473
8346;1;3;1;joão do pulo;teclado;apple;2014;6;25;25/06/2014;2;342,09;5
8550;1;3;1;joão do pulo;teclado;apple;2014;2;17;17/02/2014;3;342,09;672
8834;1;3;1;joão do pulo;teclado;apple;2014;5;1;01/05/2014;3;342,09;441
9112;1;3;1;joão do pulo;teclado;apple;2014;7;14;14/07/2014;2;342,09;342
9194;1;3;1;joão do pulo;teclado;apple;2015;1;25;25/01/2015;1;342,09;307
9261;1;3;1;joão do pulo;teclado;apple;2014;1;4;04/01/2014;3;342,09;376
9271;1;3;1;joão do pulo;teclado;apple;2015;3;10;10/03/2015;2;342,09;1427
9276;1;3;1;joão do pulo;teclado;apple;2014;2;21;21/02/2014;1;342,09;296
9295;1;3;1;joão do pulo;teclado;apple;2015;4;9;09/04/2015;2;342,09;1046
9517;1;3;1;joão do pulo;teclado;apple;2015;7;10;10/07/2015;2;342,09;324
9782;1;3;1;joão do pulo;teclado;apple;2015;9;6;06/09/2015;3;342,09;784
9784;1;3;1;joão do pulo;teclado;apple;2015;4;26;26/04/2015;3;342,09;1200
9828;1;3;1;joão do pulo;teclado;apple;2015;7;14;14/07/2015;3;342,09;881
9888;1;3;1;joão do pulo;teclado;apple;2015;4;11;11/04/2015;1;342,09;1349
9967;1;3;1;joão do pulo;teclado;apple;2015;10;26;26/10/2015;3;342,09;1093
10024;1;3;1;joão do pulo;teclado;apple;2014;10;28;28/10/2014;2;342,09;805
10045;1;3;1;joão do pulo;teclado;apple;2014;3;27;27/03/2014;3;342,09;331
10080;1;3;1;joão do pulo;teclado;apple;2015;11;26;26/11/2015;3;342,09;435
10261;1;3;1;joão do pulo;teclado;apple;2015;12;14;14/12/2015;1;342,09;1403
10346;1;3;1;joão do pulo;teclado;apple;2014;4;12;12/04/2014;3;342,09;1217
10375;1;3;1;joão do pulo;teclado;apple;2015;2;1;01/02/2015;1;342,09;1454
10431;1;3;1;joão do pulo;teclado;apple;2015;9;21;21/09/2015;2;342,09;1079
10483;1;3;1;joão do pulo;teclado;apple;2015;6;23;23/06/2015;2;342,09;76
10498;1;3;1;joão do pulo;teclado;apple;2014;6;23;23/06/2014;3;342,09;847
43;2;3;1;benito de paula;teclado;apple;2014;10;1;01/10/2014;2;342,09;860
93;2;3;1;benito de paula;teclado;apple;2014;7;3;03/07/2014;3;342,09;1322
164;2;3;1;benito de paula;teclado;apple;2014;4;28;28/04/2014;1;342,09;99
368;2;3;1;benito de paula;teclado;apple;2014;11;20;20/11/2014;1;342,09;357
396;2;3;1;benito de paula;teclado;apple;2015;5;8;08/05/2015;3;342,09;446
689;2;3;1;benito de paula;teclado;apple;2014;10;5;05/10/2014;1;342,09;979
840;2;3;1;benito de paula;teclado;apple;2014;9;6;06/09/2014;2;342,09;364
1795;2;3;1;benito de paula;teclado;apple;2014;10;14;14/10/2014;3;342,09;1122
2051;2;3;1;benito de paula;teclado;apple;2014;3;22;22/03/2014;3;342,09;719
2162;2;3;1;benito de paula;teclado;apple;2014;10;12;12/10/2014;2;342,09;882
2181;2;3;1;benito de paula;teclado;apple;2015;2;1;01/02/2015;2;342,09;445
2481;2;3;1;benito de paula;teclado;apple;2015;5;22;22/05/2015;3;342,09;1170
2528;2;3;1;benito de paula;teclado;apple;2015;2;25;25/02/2015;1;342,09;528
2561;2;3;1;benito de paula;teclado;apple;2014;4;14;14/04/2014;1;342,09;1070
2582;2;3;1;benito de paula;teclado;apple;2015;5;16;16/05/2015;2;342,09;138
2590;2;3;1;benito de paula;teclado;apple;2015;10;14;14/10/2015;3;342,09;388
2623;2;3;1;benito de paula;teclado;apple;2015;11;25;25/11/2015;2;342,09;246
2787;2;3;1;benito de paula;teclado;apple;2014;8;7;07/08/2014;3;342,09;956
2829;2;3;1;benito de paula;teclado;apple;2015;10;3;03/10/2015;2;342,09;885
2975;2;3;1;benito de paula;teclado;apple;2015;6;8;08/06/2015;3;342,09;1159
3190;2;3;1;benito de paula;teclado;apple;2015;5;23;23/05/2015;2;342,09;39
3442;2;3;1;benito de paula;teclado;apple;2015;2;23;23/02/2015;2;342,09;716
3530;2;3;1;benito de paula;teclado;apple;2015;10;17;17/10/2015;1;342,09;599
4111;2;3;1;benito de paula;teclado;apple;2015;10;23;23/10/2015;2;342,09;1148
4272;2;3;1;benito de paula;teclado;apple;2015;11;8;08/11/2015;2;342,09;490
4340;2;3;1;benito de paula;teclado;apple;2014;10;13;13/10/2014;2;342,09;177
4374;2;3;1;benito de paula;teclado;apple;2014;11;21;21/11/2014;2;342,09;477
4653;2;3;1;benito de paula;teclado;apple;2015;8;27;27/08/2015;1;342,09;846
5001;2;3;1;benito de paula;teclado;apple;2015;11;19;19/11/2015;1;342,09;939
5246;2;3;1;benito de paula;teclado;apple;2014;10;6;06/10/2014;1;342,09;1373
5277;2;3;1;benito de paula;teclado;apple;2014;11;26;26/11/2014;1;342,09;1315
5285;2;3;1;benito de paula;teclado;apple;2015;10;11;11/10/2015;2;342,09;673
5375;2;3;1;benito de paula;teclado;apple;2015;5;28;28/05/2015;1;342,09;794
5545;2;3;1;benito de paula;teclado;apple;2014;3;13;13/03/2014;2;342,09;297
5745;2;3;1;benito de paula;teclado;apple;2014;6;19;19/06/2014;3;342,09;1119
6055;2;3;1;benito de paula;teclado;apple;2015;3;15;15/03/2015;2;342,09;1166
6206;2;3;1;benito de paula;teclado;apple;2014;6;28;28/06/2014;1;342,09;891
6527;2;3;1;benito de paula;teclado;apple;2014;7;15;15/07/2014;3;342,09;376
6545;2;3;1;benito de paula;teclado;apple;2015;5;2;02/05/2015;1;342,09;451
6769;2;3;1;benito de paula;teclado;apple;2015;12;9;09/12/2015;2;342,09;957
6824;2;3;1;benito de paula;teclado;apple;2014;4;17;17/04/2014;2;342,09;958
6892;2;3;1;benito de paula;teclado;apple;2014;6;12;12/06/2014;1;342,09;424
7397;2;3;1;benito de paula;teclado;apple;2015;2;9;09/02/2015;2;342,09;248
7788;2;3;1;benito de paula;teclado;apple;2014;8;13;13/08/2014;2;342,09;1106
7997;2;3;1;benito de paula;teclado;apple;2015;4;28;28/04/2015;1;342,09;1178
8060;2;3;1;benito de paula;teclado;apple;2014;6;2;02/06/2014;1;342,09;109
8336;2;3;1;benito de paula;teclado;apple;2015;10;24;24/10/2015;3;342,09;114
8698;2;3;1;benito de paula;teclado;apple;2015;7;10;10/07/2015;3;342,09;1166
8817;2;3;1;benito de paula;teclado;apple;2014;4;16;16/04/2014;3;342,09;244
8821;2;3;1;benito de paula;teclado;apple;2015;7;20;20/07/2015;3;342,09;1069
8902;2;3;1;benito de paula;teclado;apple;2015;9;16;16/09/2015;1;342,09;444
8927;2;3;1;benito de paula;teclado;apple;2015;5;26;26/05/2015;3;342,09;646
8959;2;3;1;benito de paula;teclado;apple;2015;12;14;14/12/2015;1;342,09;529
9028;2;3;1;benito de paula;teclado;apple;2015;1;24;24/01/2015;1;342,09;706
9046;2;3;1;benito de paula;teclado;apple;2014;1;7;07/01/2014;2;342,09;1485
9057;2;3;1;benito de paula;teclado;apple;2014;8;11;11/08/2014;1;342,09;502
9197;2;3;1;benito de paula;teclado;apple;2014;8;4;04/08/2014;3;342,09;289
9235;2;3;1;benito de paula;teclado;apple;2015;3;4;04/03/2015;2;342,09;899
9327;2;3;1;benito de paula;teclado;apple;2014;11;19;19/11/2014;3;342,09;1135
9389;2;3;1;benito de paula;teclado;apple;2014;9;19;19/09/2014;2;342,09;429
9938;2;3;1;benito de paula;teclado;apple;2014;7;21;21/07/2014;2;342,09;1108
10060;2;3;1;benito de paula;teclado;apple;2015;10;12;12/10/2015;1;342,09;62
10203;2;3;1;benito de paula;teclado;apple;2015;9;5;05/09/2015;3;342,09;1317
10428;2;3;1;benito de paula;teclado;apple;2015;9;1;01/09/2015;2;342,09;256
100;3;3;1;renato russo;teclado;apple;2014;2;1;01/02/2014;1;342,09;252
133;3;3;1;renato russo;teclado;apple;2014;1;13;13/01/2014;1;342,09;1134
394;3;3;1;renato russo;teclado;apple;2014;7;21;21/07/2014;3;342,09;1399
609;3;3;1;renato russo;teclado;apple;2015;2;17;17/02/2015;2;342,09;838
643;3;3;1;renato russo;teclado;apple;2015;12;2;02/12/2015;3;342,09;951
686;3;3;1;renato russo;teclado;apple;2014;10;25;25/10/2014;3;342,09;1488
1085;3;3;1;renato russo;teclado;apple;2015;6;21;21/06/2015;3;342,09;579
1164;3;3;1;renato russo;teclado;apple;2014;8;5;05/08/2014;3;342,09;1214
1271;3;3;1;renato russo;teclado;apple;2014;1;27;27/01/2014;2;342,09;781
1380;3;3;1;renato russo;teclado;apple;2014;2;19;19/02/2014;1;342,09;270
1383;3;3;1;renato russo;teclado;apple;2014;1;11;11/01/2014;3;342,09;440
1527;3;3;1;renato russo;teclado;apple;2015;6;28;28/06/2015;1;342,09;714
1715;3;3;1;renato russo;teclado;apple;2014;7;10;10/07/2014;1;342,09;308
1811;3;3;1;renato russo;teclado;apple;2015;1;9;09/01/2015;3;342,09;493
2078;3;3;1;renato russo;teclado;apple;2015;12;21;21/12/2015;2;342,09;698
2079;3;3;1;renato russo;teclado;apple;2014;8;16;16/08/2014;3;342,09;473
2465;3;3;1;renato russo;teclado;apple;2014;1;9;09/01/2014;1;342,09;539
2648;3;3;1;renato russo;teclado;apple;2015;11;19;19/11/2015;1;342,09;906
3010;3;3;1;renato russo;teclado;apple;2014;7;6;06/07/2014;1;342,09;410
3030;3;3;1;renato russo;teclado;apple;2014;10;4;04/10/2014;2;342,09;67
3052;3;3;1;renato russo;teclado;apple;2015;10;14;14/10/2015;1;342,09;387
3123;3;3;1;renato russo;teclado;apple;2014;11;21;21/11/2014;1;342,09;722
3657;3;3;1;renato russo;teclado;apple;2015;11;4;04/11/2015;1;342,09;26
3702;3;3;1;renato russo;teclado;apple;2014;1;25;25/01/2014;1;342,09;1162
3714;3;3;1;renato russo;teclado;apple;2015;5;23;23/05/2015;2;342,09;1342
3836;3;3;1;renato russo;teclado;apple;2014;11;4;04/11/2014;3;342,09;593
4106;3;3;1;renato russo;teclado;apple;2014;7;22;22/07/2014;1;342,09;1294
4362;3;3;1;renato russo;teclado;apple;2014;8;8;08/08/2014;3;342,09;1026
4416;3;3;1;renato russo;teclado;apple;2014;2;16;16/02/2014;1;342,09;534
4553;3;3;1;renato russo;teclado;apple;2014;4;16;16/04/2014;2;342,09;1498
4682;3;3;1;renato russo;teclado;apple;2015;1;9;09/01/2015;1;342,09;104
4765;3;3;1;renato russo;teclado;apple;2015;2;24;24/02/2015;1;342,09;1464
4800;3;3;1;renato russo;teclado;apple;2014;8;16;16/08/2014;1;342,09;561
5190;3;3;1;renato russo;teclado;apple;2014;6;7;07/06/2014;2;342,09;920
5258;3;3;1;renato russo;teclado;apple;2015;5;26;26/05/2015;3;342,09;1113
5333;3;3;1;renato russo;teclado;apple;2014;5;3;03/05/2014;2;342,09;1192
5510;3;3;1;renato russo;teclado;apple;2014;7;12;12/07/2014;3;342,09;1213
5721;3;3;1;renato russo;teclado;apple;2014;10;22;22/10/2014;1;342,09;476
5836;3;3;1;renato russo;teclado;apple;2015;5;20;20/05/2015;1;342,09;86
5841;3;3;1;renato russo;teclado;apple;2014;12;10;10/12/2014;1;342,09;415
5999;3;3;1;renato russo;teclado;apple;2014;10;1;01/10/2014;2;342,09;493
6192;3;3;1;renato russo;teclado;apple;2014;1;20;20/01/2014;1;342,09;54
6860;3;3;1;renato russo;teclado;apple;2015;10;8;08/10/2015;2;342,09;1166
7005;3;3;1;renato russo;teclado;apple;2015;1;13;13/01/2015;3;342,09;1140
7041;3;3;1;renato russo;teclado;apple;2015;7;23;23/07/2015;3;342,09;278
7181;3;3;1;renato russo;teclado;apple;2015;6;8;08/06/2015;1;342,09;287
7224;3;3;1;renato russo;teclado;apple;2015;3;2;02/03/2015;2;342,09;1112
7338;3;3;1;renato russo;teclado;apple;2014;11;24;24/11/2014;2;342,09;60
7343;3;3;1;renato russo;teclado;apple;2014;4;24;24/04/2014;2;342,09;818
7383;3;3;1;renato russo;teclado;apple;2015;5;17;17/05/2015;1;342,09;950
7718;3;3;1;renato russo;teclado;apple;2015;4;21;21/04/2015;1;342,09;1186
7969;3;3;1;renato russo;teclado;apple;2015;2;25;25/02/2015;2;342,09;1216
8047;3;3;1;renato russo;teclado;apple;2014;9;6;06/09/2014;3;342,09;1356
8056;3;3;1;renato russo;teclado;apple;2015;12;16;16/12/2015;1;342,09;90
8150;3;3;1;renato russo;teclado;apple;2015;5;5;05/05/2015;1;342,09;161
8551;3;3;1;renato russo;teclado;apple;2014;9;24;24/09/2014;3;342,09;1130
8571;3;3;1;renato russo;teclado;apple;2014;8;18;18/08/2014;2;342,09;409
8640;3;3;1;renato russo;teclado;apple;2014;5;9;09/05/2014;3;342,09;1390
8885;3;3;1;renato russo;teclado;apple;2015;5;10;10/05/2015;1;342,09;242
9136;3;3;1;renato russo;teclado;apple;2015;10;19;19/10/2015;1;342,09;455
9143;3;3;1;renato russo;teclado;apple;2014;4;26;26/04/2014;2;342,09;601
9215;3;3;1;renato russo;teclado;apple;2015;9;3;03/09/2015;1;342,09;439
10004;3;3;1;renato russo;teclado;apple;2015;3;10;10/03/2015;2;342,09;1313
10040;3;3;1;renato russo;teclado;apple;2015;10;11;11/10/2015;2;342,09;656
10141;3;3;1;renato russo;teclado;apple;2014;9;13;13/09/2014;3;342,09;1437
10175;3;3;1;renato russo;teclado;apple;2015;6;19;19/06/2015;2;342,09;1365
10210;3;3;1;renato russo;teclado;apple;2014;12;5;05/12/2014;3;342,09;585
10482;3;3;1;renato russo;teclado;apple;2014;2;1;01/02/2014;2;342,09;549
10484;3;3;1;renato russo;teclado;apple;2015;7;5;05/07/2015;3;342,09;523
59;4;3;1;tom jobim;teclado;apple;2014;2;2;02/02/2014;1;342,09;848
284;4;3;1;tom jobim;teclado;apple;2015;9;3;03/09/2015;1;342,09;1201
322;4;3;1;tom jobim;teclado;apple;2015;4;7;07/04/2015;3;342,09;414
622;4;3;1;tom jobim;teclado;apple;2015;12;12;12/12/2015;3;342,09;1237
735;4;3;1;tom jobim;teclado;apple;2015;6;6;06/06/2015;3;342,09;584
765;4;3;1;tom jobim;teclado;apple;2014;4;21;21/04/2014;2;342,09;208
820;4;3;1;tom jobim;teclado;apple;2015;8;18;18/08/2015;2;342,09;1202
885;4;3;1;tom jobim;teclado;apple;2014;1;14;14/01/2014;1;342,09;1470
886;4;3;1;tom jobim;teclado;apple;2015;4;14;14/04/2015;3;342,09;825
1207;4;3;1;tom jobim;teclado;apple;2014;2;4;04/02/2014;2;342,09;74
1245;4;3;1;tom jobim;teclado;apple;2015;9;20;20/09/2015;3;342,09;758
1375;4;3;1;tom jobim;teclado;apple;2014;4;19;19/04/2014;2;342,09;698
1378;4;3;1;tom jobim;teclado;apple;2015;2;9;09/02/2015;1;342,09;47
1459;4;3;1;tom jobim;teclado;apple;2015;7;19;19/07/2015;1;342,09;355
1480;4;3;1;tom jobim;teclado;apple;2015;8;3;03/08/2015;2;342,09;425
1663;4;3;1;tom jobim;teclado;apple;2015;8;20;20/08/2015;2;342,09;954
1705;4;3;1;tom jobim;teclado;apple;2014;2;5;05/02/2014;1;342,09;565
1729;4;3;1;tom jobim;teclado;apple;2014;11;15;15/11/2014;1;342,09;1382
1872;4;3;1;tom jobim;teclado;apple;2015;5;8;08/05/2015;2;342,09;1118
1925;4;3;1;tom jobim;teclado;apple;2015;3;18;18/03/2015;2;342,09;447
2239;4;3;1;tom jobim;teclado;apple;2015;6;8;08/06/2015;3;342,09;958
2381;4;3;1;tom jobim;teclado;apple;2014;8;13;13/08/2014;3;342,09;969
2426;4;3;1;tom jobim;teclado;apple;2015;12;3;03/12/2015;1;342,09;1430
2631;4;3;1;tom jobim;teclado;apple;2015;4;27;27/04/2015;1;342,09;103
2671;4;3;1;tom jobim;teclado;apple;2014;1;15;15/01/2014;3;342,09;914
2780;4;3;1;tom jobim;teclado;apple;2014;11;28;28/11/2014;1;342,09;1237
2831;4;3;1;tom jobim;teclado;apple;2015;11;5;05/11/2015;3;342,09;941
3293;4;3;1;tom jobim;teclado;apple;2015;3;2;02/03/2015;3;342,09;257
3441;4;3;1;tom jobim;teclado;apple;2014;11;21;21/11/2014;1;342,09;1113
3604;4;3;1;tom jobim;teclado;apple;2015;8;14;14/08/2015;3;342,09;1468
3612;4;3;1;tom jobim;teclado;apple;2015;8;5;05/08/2015;2;342,09;1037
3645;4;3;1;tom jobim;teclado;apple;2014;2;18;18/02/2014;2;342,09;484
3750;4;3;1;tom jobim;teclado;apple;2014;4;24;24/04/2014;1;342,09;453
3847;4;3;1;tom jobim;teclado;apple;2015;8;21;21/08/2015;1;342,09;810
3880;4;3;1;tom jobim;teclado;apple;2015;8;5;05/08/2015;1;342,09;501
3993;4;3;1;tom jobim;teclado;apple;2014;10;6;06/10/2014;3;342,09;279
4217;4;3;1;tom jobim;teclado;apple;2015;3;27;27/03/2015;1;342,09;517
4253;4;3;1;tom jobim;teclado;apple;2015;9;3;03/09/2015;2;342,09;101
4397;4;3;1;tom jobim;teclado;apple;2015;9;18;18/09/2015;3;342,09;540
4548;4;3;1;tom jobim;teclado;apple;2015;10;12;12/10/2015;3;342,09;52
4683;4;3;1;tom jobim;teclado;apple;2014;10;17;17/10/2014;3;342,09;785
4977;4;3;1;tom jobim;teclado;apple;2015;2;25;25/02/2015;2;342,09;916
5506;4;3;1;tom jobim;teclado;apple;2015;5;20;20/05/2015;1;342,09;534
5577;4;3;1;tom jobim;teclado;apple;2015;1;7;07/01/2015;3;342,09;891
5761;4;3;1;tom jobim;teclado;apple;2014;12;16;16/12/2014;3;342,09;1339
5796;4;3;1;tom jobim;teclado;apple;2015;10;24;24/10/2015;1;342,09;701
6041;4;3;1;tom jobim;teclado;apple;2014;6;9;09/06/2014;2;342,09;206
6086;4;3;1;tom jobim;teclado;apple;2015;9;23;23/09/2015;3;342,09;942
6132;4;3;1;tom jobim;teclado;apple;2014;9;19;19/09/2014;1;342,09;1160
6174;4;3;1;tom jobim;teclado;apple;2014;11;7;07/11/2014;1;342,09;153
6235;4;3;1;tom jobim;teclado;apple;2014;6;14;14/06/2014;2;342,09;680
6285;4;3;1;tom jobim;teclado;apple;2015;10;9;09/10/2015;1;342,09;387
6336;4;3;1;tom jobim;teclado;apple;2014;4;25;25/04/2014;3;342,09;314
6563;4;3;1;tom jobim;teclado;apple;2014;8;4;04/08/2014;2;342,09;1005
6761;4;3;1;tom jobim;teclado;apple;2014;1;2;02/01/2014;2;342,09;461
7064;4;3;1;tom jobim;teclado;apple;2014;6;5;05/06/2014;1;342,09;373
7361;4;3;1;tom jobim;teclado;apple;2014;11;10;10/11/2014;2;342,09;866
7531;4;3;1;tom jobim;teclado;apple;2014;2;23;23/02/2014;2;342,09;1265
7564;4;3;1;tom jobim;teclado;apple;2014;3;27;27/03/2014;1;342,09;777
7577;4;3;1;tom jobim;teclado;apple;2014;3;12;12/03/2014;2;342,09;508
7594;4;3;1;tom jobim;teclado;apple;2014;9;16;16/09/2014;1;342,09;866
7607;4;3;1;tom jobim;teclado;apple;2015;4;16;16/04/2015;2;342,09;873
7737;4;3;1;tom jobim;teclado;apple;2014;11;28;28/11/2014;2;342,09;1003
7761;4;3;1;tom jobim;teclado;apple;2014;7;13;13/07/2014;3;342,09;1251
8130;4;3;1;tom jobim;teclado;apple;2015;2;27;27/02/2015;2;342,09;482
8159;4;3;1;tom jobim;teclado;apple;2014;1;7;07/01/2014;2;342,09;944
8178;4;3;1;tom jobim;teclado;apple;2014;12;13;13/12/2014;1;342,09;664
8254;4;3;1;tom jobim;teclado;apple;2015;7;26;26/07/2015;2;342,09;745
8326;4;3;1;tom jobim;teclado;apple;2014;12;4;04/12/2014;3;342,09;502
8399;4;3;1;tom jobim;teclado;apple;2014;7;19;19/07/2014;1;342,09;1058
8430;4;3;1;tom jobim;teclado;apple;2015;12;21;21/12/2015;2;342,09;1129
8708;4;3;1;tom jobim;teclado;apple;2014;7;6;06/07/2014;2;342,09;797
8800;4;3;1;tom jobim;teclado;apple;2015;7;23;23/07/2015;2;342,09;326
8842;4;3;1;tom jobim;teclado;apple;2014;7;28;28/07/2014;2;342,09;947
8881;4;3;1;tom jobim;teclado;apple;2014;2;5;05/02/2014;2;342,09;42
8923;4;3;1;tom jobim;teclado;apple;2014;11;10;10/11/2014;1;342,09;637
9133;4;3;1;tom jobim;teclado;apple;2015;8;18;18/08/2015;3;342,09;724
9247;4;3;1;tom jobim;teclado;apple;2014;8;26;26/08/2014;3;342,09;1126
9383;4;3;1;tom jobim;teclado;apple;2015;12;3;03/12/2015;3;342,09;1203
9952;4;3;1;tom jobim;teclado;apple;2014;4;6;06/04/2014;3;342,09;585
